id,region,rule,clientMCC,excludeClientMCC,direction,parentTypeId,excludeParentTypeId,priority,keyword,initiationMode,isCashback,channel,isOverdraftProtection,isBankSpecialSavings,isRej,isTermDepositRedemption,isReversal,deviceId,hasInstallments,transactionPurpose,keywordMccCharge,keywordMccNonCharge,activityClass
UNI_1_____AIRASIA,USB,1,,,,AIRASIA,,,,,,,,,AIR ASIA,,,,
UNI_1___CHARGE__AIRBALTIC,USB,1,,CHARGE,,AIRBALTIC,,,,,,,,,AIRBALTIC,,,4511,
UNI_1__D_TRANSFER__AIRBALTIC,USB,1,D,TRANSFER,,AIRBALTIC,,,,,,,,,AIRBALTIC,,,4511,4511
UNI_1__D_OTHER__AIRBALTIC,USB,1,D,OTHER,,AIRBALTIC,,,,,,,,,AIRBALTIC,,,4511,4511
UNI_1_____AIRBALTIC,USB,1,,,,AIRBALTIC,,,,,,,,,AIRBALTIC,,,,
UNI_1_____AIRBNB,USB,1,,,,AIRBNB,,,Online,,,,,,AIRBNB,,,,
UNI_1_____AIRCANAD,USB,1,,,,AIRCANAD,,,,,,,,,AIR CANADA,,,,
UNI_1___CHARGE__AIRCONDITIONING,USB,1,,CHARGE,,AIRCONDITIONING,,,,,,,,,,,,1711,1711
UNI_1__D_TRANSFER__AIRCONDITIONING,USB,1,D,TRANSFER,,AIRCONDITIONING,,,,,,,,,,,,1711,1711
UNI_1__D_OTHER__AIRCONDITIONING,USB,1,D,OTHER,,AIRCONDITIONING,,,,,,,,,,,,1711,1711
UNI_1_____AIRINDIA,USB,1,,,,AIRINDIA,,,,,,,,,AIR INDIA,,,,
UNI_1___CHARGE__AIRLINE,USB,1,,CHARGE,,AIRLINE,,,,,,,,,,,,4511,
UNI_1__D_TRANSFER__AIRLINE,USB,1,D,TRANSFER,,AIRLINE,,,,,,,,,,,,4511,4511
UNI_1__D_OTHER__AIRLINE,USB,1,D,OTHER,,AIRLINE,,,,,,,,,,,,4511,4511
UNI_1_____AIRPORT,USB,1,,,,AIRPORT,,,,,,,,,,,,4582,4582
UNI_1___CHARGE__AIRPORT BUS,USB,1,,CHARGE,,AIRPORT BUS,,,,,,,,,,,,4131,
UNI_1__D_TRANSFER__AIRPORT BUS,USB,1,D,TRANSFER,,AIRPORT BUS,,,,,,,,,,,,4131,4131
UNI_1__D_OTHER__AIRPORT BUS,USB,1,D,OTHER,,AIRPORT BUS,,,,,,,,,,,,4131,4131
UNI_1___CHARGE__AIRPORT CAB,USB,1,,CHARGE,,AIRPORT CAB,,,,,,,,,,,,4121,4121
UNI_1__D_TRANSFER__AIRPORT CAB,USB,1,D,TRANSFER,,AIRPORT CAB,,,,,,,,,,,,4121,4121
UNI_1__D_OTHER__AIRPORT CAB,USB,1,D,OTHER,,AIRPORT CAB,,,,,,,,,,,,4121,4121
UNI_1___CHARGE__AIRPORT CAFE,USB,1,,CHARGE,,AIRPORT CAFE,,,,,,,,,,,,5812,
UNI_1__D_TRANSFER__AIRPORT CAFE,USB,1,D,TRANSFER,,AIRPORT CAFE,,,,,,,,,,,,5812,5812
UNI_1__D_OTHER__AIRPORT CAFE,USB,1,D,OTHER,,AIRPORT CAFE,,,,,,,,,,,,5812,5812
UNI_1_____AIRPORT HOTEL,USB,1,,,,AIRPORT HOTEL,,,,,,,,,,,,7011,7011
UNI_1___CHARGE__AIRPORT LIMO,USB,1,,CHARGE,,AIRPORT LIMO,,,,,,,,,,,,4121,4121
UNI_1__D_TRANSFER__AIRPORT LIMO,USB,1,D,TRANSFER,,AIRPORT LIMO,,,,,,,,,,,,4121,4121
UNI_1__D_OTHER__AIRPORT LIMO,USB,1,D,OTHER,,AIRPORT LIMO,,,,,,,,,,,,4121,4121
UNI_1_____AIRPORT PARK,USB,1,,,,AIRPORT PARK,,,,,,,,,,,,7523,7523
UNI_1___CHARGE__AIRPORT TAXI,USB,1,,CHARGE,,AIRPORT TAXI,,,,,,,,,,,,4121,4121
UNI_1__D_TRANSFER__AIRPORT TAXI,USB,1,D,TRANSFER,,AIRPORT TAXI,,,,,,,,,,,,4121,4121
UNI_1__D_OTHER__AIRPORT TAXI,USB,1,D,OTHER,,AIRPORT TAXI,,,,,,,,,,,,4121,4121
UNI_1_____AIRPORTHOTEL,USB,1,,,,AIRPORTHOTEL,,,,,,,,,,,,7011,7011
UNI_1___CHARGE__AIRPORTTAXI,USB,1,,CHARGE,,AIRPORTTAXI,,,,,,,,,,,,4121,4121
UNI_1__D_TRANSFER__AIRPORTTAXI,USB,1,D,TRANSFER,,AIRPORTTAXI,,,,,,,,,,,,4121,4121
UNI_1__D_OTHER__AIRPORTTAXI,USB,1,D,OTHER,,AIRPORTTAXI,,,,,,,,,,,,4121,4121
UNI_2___CHARGE__AIRWAYS,USB,2,,CHARGE,,AIRWAYS,,,,,,,,,,,,4511,
UNI_2__D_TRANSFER__AIRWAYS,USB,2,D,TRANSFER,,AIRWAYS,,,,,,,,,,,,4511,4511
UNI_2__D_OTHER__AIRWAYS,USB,2,D,OTHER,,AIRWAYS,,,,,,,,,,,,4511,4511
UNI_1_____AIRWAYS FREIGHT,USB,1,,,,AIRWAYS FREIGHT,,,,,,,,,,,,4214,4214
UNI_2_____AKISMET,USB,2,,,,AKISMET,,,,,,,,,AKISMET,,,,
USA_2_____AL PRIME,USB,2,,,,AL PRIME,,,,,,,,,AL PRIME,,,,
UNI_1_____ALAMO CAR,USB,1,,,,ALAMO CAR,,,,,,,,,ALAMO RENT A CAR,,,,
UNI_1_____ALAMO RENT,USB,1,,,,ALAMO RENT,,,,,,,,,ALAMO RENT A CAR,,,,
UNI_1_____ALAMO TOLL,USB,1,,,,ALAMO TOLL,,,,,,,,,ALAMO RENT A CAR,,,,
UNI_1_____ALAMOCAR,USB,1,,,,ALAMOCAR,,,,,,,,,ALAMO RENT A CAR,,,,
USA_1_____ALBERTSONS,USB,1,,,,ALBERTSONS,,,,,,,,,ALBERTSONS,,,,
UNI_2_____ALDI,USB,2,,,,ALDI,,,,,,,,,ALDI,,,,
UNI_1_____ALDI MARCHE,USB,1,,,,ALDI MARCHE,,,,,,,,,ALDI,,,,
UNI_1_____ALDI SAGT,USB,1,,,,ALDI SAGT,,,,,,,,,ALDI,,,,
UNI_1_____ALDI STORE,USB,1,,,,ALDI STORE,,,,,,,,,ALDI,,,,
UNI_1_____ALDI SUED,USB,1,,,,ALDI SUED,,,,,,,,,ALDI,,,,
UNI_1_____ALDI SUISSE,USB,1,,,,ALDI SUISSE,,,,,,,,,ALDI,,,,
UNI_1_____ALDO-,USB,1,,,,ALDO-,,,,,,,,,ALDO,,,,
UNI_1_____ALDO -,USB,1,,,,ALDO -,,,,,,,,,ALDO,,,,
UNI_1_____ALDO CHANGI,USB,1,,,,ALDO CHANGI,,,,,,,,,ALDO,,,,
UNI_1_____ALDO SHOES,USB,1,,,,ALDO SHOES,,,,,,,,,ALDO,,,,
UNI_1_____ALDO VIVOCITY,USB,1,,,,ALDO VIVOCITY,,,,,,,,,ALDO,,,,
USA_1_____ALG AIR,USB,1,,,,ALG AIR,,,,,,,,,ALLEGIANT AIR,,,,
USA_1_____ALG*AIR,USB,1,,,,ALG*AIR,,,,,,,,,ALLEGIANT AIR,,,,
UNI_1_____ALIBABA CLOUD,USB,1,,,,ALIBABA CLOUD,,,,,,,,,ALIBABA CLOUD,,,,
UNI_1_____ALIBABA GROUP HOLDING,USB,1,,,,ALIBABA GROUP HOLDING,,,,,,,,,ALIBABA,,,,
UNI_1_____ALIBABA PURCHASE,USB,1,,,,ALIBABA PURCHASE,,,,,,,,,ALIBABA,,,,
UNI_1_____ALIBABA.COM,USB,1,,,,ALIBABA.COM,,,Online,,,,,,ALIBABA,,,,
UNI_1_____ALIBABACLOUD,USB,1,,,,ALIBABACLOUD,,,,,,,,,ALIBABA CLOUD,,,,
UNI_1_____ALICLOUD,USB,1,,,,ALICLOUD,,,,,,,,,ALIBABA CLOUD,,,,
UNI_1_____ALIEXPR,USB,1,,,,ALIEXPR,,,,,,,,,ALIEXPRESS,,,,
UNI_1_____ALIEXPRESS,USB,1,,,,ALIEXPRESS,,,Online,,,,,,ALIEXPRESS,,,,
UNI_1_____ALIPAY,USB,1,,,,ALIPAY,,,DigitalWallet,,,,,,,,,40,40
UNI_1_____ALLERGY,USB,1,,,,ALLERGY,,,,,,,,,,,,8099,8099
UNI_1_____ALLIANZ,USB,1,,,,ALLIANZ,,,,,,,,,ALLIANZ,,INSURANCE,,
USA_1_____ALLIANZ LIFE,USB,1,,,,ALLIANZ LIFE,,,,,,,,,ALLIANZ LIFE,,INSURANCE,,
USA_1_____ALLIANZ TRAC,USB,1,,,,ALLIANZ TRAC,,,,,,,,,ALLIANZ LIFE,,INSURANCE,,
USA_2_____ALLIANZ TRAVEL,USB,2,,,,ALLIANZ TRAVEL,,,,,,,,,ALLIANZ TRAVEL INSURANCE,,INSURANCE,,
UNI_1_____ALLOWANCE,USB,1,,,,ALLOWANCE,,,,,,,,,,,SAVINGS,12,12
UNI_1_____ALLPETS,USB,1,,,,ALLPETS,,,,,,,,,,,,5995,5995
USA_1_____ALLPRO PARKING,USB,1,,,,ALLPRO PARKING,,,,,,,,,ALLPRO PARKING,,,,
USA_1__C__0_ALLSALARY,USB,1,C,,0,ALLSALARY,,,,,,,,,,,SALARY,29,29
UNI_1_____ALLSTATE,USB,1,,,,ALLSTATE,,,,,,,,,ALLSTATE,,INSURANCE,,
UNI_0__C__0_UNI_1_____ALLSTATE|UNI_1__C__0_PAYROLL,USB,0,C,,0,UNI_1_____ALLSTATE|UNI_1__C__0_PAYROLL,,,,,,,,,ALLSTATE PAYROLL,,SALARY,29,29
UNI_1__C__0_ALLSTATE PAYROLL,USB,1,C,,0,ALLSTATE PAYROLL,,,,,,,,,ALLSTATE PAYROLL,,SALARY,29,29
UNI_2_____ALLVOI,USB,2,,,,ALLVOI,,,Online,,,,,,,,,,
UNI_2_____ALOFT,USB,2,,,,ALOFT,,,,,,,,,ALOFT HOTELS,,,,
UNI_1_____AM EAGLE OTFIT,USB,1,,,,AM EAGLE OTFIT,,,,,,,,,AMERICAN EAGLE,,,,
UNI_1_____AM EAGLE OUTFT,USB,1,,,,AM EAGLE OUTFT,,,,,,,,,AMERICAN EAGLE,,,,
UNI_2_____AMAZON,USB,2,,,,AMAZON,,,Online,,,,,,AMAZON,,,,
UNI_1_____AMAZON - GROCERY,USB,1,,,,AMAZON - GROCERY,,,Online,,,,,,AMAZON GROCERY,,,,
UNI_1_____AMAZON *MUSIC,USB,1,,,,AMAZON *MUSIC,,,Online,,,,,,AMAZON MUSIC,,,,
UNI_1_____AMAZON CHANNELS,USB,1,,,,AMAZON CHANNELS,,,Online,,,,,,PRIME VIDEO,,,,
UNI_1_____AMAZON COM,USB,1,,,,AMAZON COM,,,Online,,,,,,AMAZON,,,,
UNI_1_____AMAZON COM BR DIGITAL,USB,1,,,,AMAZON COM BR DIGITAL,,,Online,,,,,,AMAZON DIGITAL,,,,
UNI_1_____AMAZON DIGIT,USB,1,,,,AMAZON DIGIT,,,Online,,,,,,AMAZON DIGITAL,,,,
UNI_1_____AMAZON DOWNLOADS,USB,1,,,,AMAZON DOWNLOADS,,,Online,,,,,,AMAZON,,,,
UNI_1_____AMAZON DRIVE,USB,1,,,,AMAZON DRIVE,,,Online,,,,,,AMAZON DRIVE,,,,
UNI_1_____AMAZON FREETIME,USB,1,,,,AMAZON FREETIME,,,Online,,,,,,AMAZON FREETIME,,,,
UNI_1_____AMAZON FRESH,USB,1,,,,AMAZON FRESH,,,Online,,,,,,AMAZON FRESH,,,,
UNI_1_____AMAZON KIDS+,USB,1,,,,AMAZON KIDS+,,,Online,,,,,,AMAZON KIDS+,,,,
UNI_1_____AMAZON MARKETPLA,USB,1,,,,AMAZON MARKETPLA,,,Online,,,,,,AMAZON,,,,
UNI_1_____AMAZON MEDIA,USB,1,,,,AMAZON MEDIA,,,Online,,,,,,AMAZON,,,,
UNI_1_____AMAZON MKTP,USB,1,,,,AMAZON MKTP,,,Online,,,,,,AMAZON,,,,
UNI_1_____AMAZON MP3,USB,1,,,,AMAZON MP3,,,Online,,,,,,AMAZON MUSIC,,,,
UNI_1_____AMAZON MP9,USB,1,,,,AMAZON MP9,,,Online,,,,,,AMAZON MUSIC,,,,
UNI_1_____AMAZON MRKTPLC,USB,1,,,,AMAZON MRKTPLC,,,Online,,,,,,AMAZON,,,,
UNI_1_____AMAZON MUSIC,USB,1,,,,AMAZON MUSIC,,,Online,,,,,,AMAZON MUSIC,,,,
UNI_1_____AMAZON MX DIGITAL,USB,1,,,,AMAZON MX DIGITAL,,,Online,,,,,,AMAZON DIGITAL,,,,
UNI_1_____AMAZON MX MARKET,USB,1,,,,AMAZON MX MARKET,,,Online,,,,,,AMAZON MARKETPLACE,,,,
UNI_1_____AMAZON PAY,USB,1,,,,AMAZON PAY,,,DigitalWallet,,,,,,,,,40,40
UNI_1_____AMAZON PAYMENT,USB,1,,,,AMAZON PAYMENT,,,DigitalWallet,,,,,,,,,40,40
UNI_0__C__0_UNI_2___CHARGE__AMAZON|UNI_1__C__0_PAYROLL,USB,0,C,,0,UNI_2___CHARGE__AMAZON|UNI_1__C__0_PAYROLL,,,,,,,,,AMAZON PAYROLL,,SALARY,29,29
UNI_1_____AMAZON PHOTO,USB,1,,,,AMAZON PHOTO,,,Online,,,,,,AMAZON PHOTO,,,,
UNI_1_____AMAZON PLCC,USB,1,,,,AMAZON PLCC,,,Online,,,,,,AMAZON,,,,
UNI_1_____AMAZON PR,USB,1,,,,AMAZON PR,,,Online,,,,,,AMAZON PRIME,,,,
UNI_1_____AMAZON PRI,USB,1,,,,AMAZON PRI,,,Online,,,,,,AMAZON PRIME,,,,
UNI_1_____AMAZON PRIM,USB,1,,,,AMAZON PRIM,,,Online,,,,,,AMAZON PRIME,,,,
UNI_1_____AMAZON PRIME,USB,1,,,,AMAZON PRIME,,,Online,,,,,,AMAZON PRIME,,,,
UNI_1_____AMAZON PRIME NOW,USB,1,,,,AMAZON PRIME NOW,,,Online,,,,,,AMAZON PRIME NOW,,,,
UNI_1_____AMAZON PRIME VIDEO,USB,1,,,,AMAZON PRIME VIDEO,,,Online,,,,,,PRIME VIDEO,,,,
UNI_1_____AMAZON RENTAL,USB,1,,,,AMAZON RENTAL,,,Online,,,,,,AMAZON,,,,
UNI_1_____AMAZON RETAIL,USB,1,,,,AMAZON RETAIL,,,Online,,,,,,AMAZON RETAIL,,,,
UNI_1_____AMAZON SE,USB,1,,,,AMAZON SE,,,Online,,,,,,AMAZON,,,,
UNI_1_____AMAZON SELLER,USB,1,,,,AMAZON SELLER,,,Online,,,,,,AMAZON,,,,
UNI_1_____AMAZON SERV,USB,1,,,,AMAZON SERV,,,Online,,,,,,AMAZON,,,,
UNI_1_____AMAZON SERVICES KI,USB,1,,,,AMAZON SERVICES KI,,,Online,,,,,,KINDLE,,,,
UNI_1_____AMAZON SERVICES KINDLE UNL,USB,1,,,,AMAZON SERVICES KINDLE UNL,,,Online,,,,,,KINDLE UNLIMITED,,,,
UNI_1_____AMAZON SERVICES-KI,USB,1,,,,AMAZON SERVICES-KI,,,Online,,,,,,KINDLE,,,,
UNI_1_____AMAZON SERVICES-KINDLE UNL,USB,1,,,,AMAZON SERVICES-KINDLE UNL,,,Online,,,,,,KINDLE UNLIMITED,,,,
UNI_1_____AMAZON STORE,USB,1,,,,AMAZON STORE,,,Online,,,,,,AMAZON STORE,,,,
UNI_1_____AMAZON SUBSC,USB,1,,,,AMAZON SUBSC,,,Online,,,,,,AMAZON,,,,
UNI_1_____AMAZON UK PRIME,USB,1,,,,AMAZON UK PRIME,,,Online,,,,,,AMAZON PRIME,,,,
UNI_1_____AMAZON VIDEO,USB,1,,,,AMAZON VIDEO,,,Online,,,,,,AMAZON VIDEO,,,,
UNI_1_____AMAZON WEB SERV,USB,1,,,,AMAZON WEB SERV,,,Online,,,,,,AMAZON WEB SERVICE,,,,
UNI_1_____AMAZON*MUSIC,USB,1,,,,AMAZON*MUSIC,,,Online,,,,,,AMAZON MUSIC,,,,
UNI_1_____AMAZON.AE,USB,1,,,,AMAZON.AE,,,Online,,,,,,AMAZON,,,,
UNI_1_____AMAZON.CA,USB,1,,,,AMAZON.CA,,,Online,,,,,,AMAZON,,,,
UNI_0_____UNI_2___CHARGE__AMAZON|UNI_1_____PRIME,USB,0,,,,UNI_2___CHARGE__AMAZON|UNI_1_____PRIME,,,Online,,,,,,AMAZON PRIME,,,,
UNI_1_____AMAZON.CA VISA,USB,1,,,,AMAZON.CA VISA,,,,,,,,,AMAZON CREDIT CARD,,CARDPAYMENT,,
UNI_1_____AMAZON.CO,USB,1,,,,AMAZON.CO,,,Online,,,,,,AMAZON,,,,
UNI_1_____AMAZON.CO.JP,USB,1,,,,AMAZON.CO.JP,,,Online,,,,,,AMAZON,,,,
UNI_1_____AMAZON.CO.UK,USB,1,,,,AMAZON.CO.UK,,,Online,,,,,,AMAZON,,,,
UNI_1_____AMAZON.COM,USB,1,,,,AMAZON.COM,,,Online,,,,,,AMAZON,,,,
UNI_1_____AMAZON.COM PAY,USB,1,,,,AMAZON.COM PAY,,,DigitalWallet,,,,,,,,,40,40
UNI_1_____AMAZON.COM SERVI,USB,1,,,,AMAZON.COM SERVI,,,Online,,,,,,AMAZON,,,,
UNI_1_____AMAZON.COM.BR DIGITAL,USB,1,,,,AMAZON.COM.BR DIGITAL,,,Online,,,,,,AMAZON DIGITAL,,,,
UNI_1_____AMAZON.DE,USB,1,,,,AMAZON.DE,,,Online,,,,,,AMAZON,,,,
UNI_1_____AMAZON.ES,USB,1,,,,AMAZON.ES,,,Online,,,,,,AMAZON,,,,
UNI_1_____AMAZON.FR,USB,1,,,,AMAZON.FR,,,Online,,,,,,AMAZON,,,,
UNI_1_____AMAZON.IT,USB,1,,,,AMAZON.IT,,,Online,,,,,,AMAZON,,,,
UNI_1_____AMAZON.IT PRIME,USB,1,,,,AMAZON.IT PRIME,,,Online,,,,,,AMAZON PRIME,,,,
UNI_1_____AMAZONFRESH,USB,1,,,,AMAZONFRESH,,,Online,,,,,,AMAZON FRESH,,,,
UNI_1_____AMAZONMAGZNE,USB,1,,,,AMAZONMAGZNE,,,Online,,,,,,AMAZON,,,,
UNI_1_____AMAZON-MARKETPLACE,USB,1,,,,AMAZON-MARKETPLACE,,,Online,,,,,,AMAZON MARKETPLACE,,,,
UNI_1_____AMAZONPRIME,USB,1,,,,AMAZONPRIME,,,Online,,,,,,AMAZON PRIME,,,,
UNI_1_____AMAZONRETAIL,USB,1,,,,AMAZONRETAIL,,,Online,,,,,,AMAZON RETAIL,,,,
UNI_1_____AMAZONSELLERSERVICES,USB,1,,,,AMAZONSELLERSERVICES,,,Online,,,,,,AMAZON SELLER SERVICES,,,,
UNI_1_____AMAZONSMIL,USB,1,,,,AMAZONSMIL,,,Online,,,,,,AMAZON SMILE,,,8398,8398
UNI_1_____AMAZONSTORE,USB,1,,,,AMAZONSTORE,,,Online,,,,,,AMAZON STORE,,,,
UNI_1_____AMBULANCE,USB,1,,,,AMBULANCE,,,,,,,,,,,,4119,4119
UNI_1_____AME EAGLE CC,USB,1,,,,AME EAGLE CC,,,,,,,,,AMERICAN EAGLE CREDIT CARD,,CARDPAYMENT,,
USA_1_____AMER CENT INVESTMENT,USB,1,,,,AMER CENT INVESTMENT,,,,,,,,,AMER CENT INVESTMENT,,INVESTMENT,77,77
UNI_1_____AMER EAGLE VISA,USB,1,,,,AMER EAGLE VISA,,,,,,,,,AMERICAN EAGLE CREDIT CARD,,CARDPAYMENT,,
UNI_1_____AMERICAN AIR,USB,1,,,,AMERICAN AIR,,,,,,,,,AMERICAN AIRLINES,,,,
UNI_1_____AMERICAN AIRLINE AUTO LOAN,USB,1,,,,AMERICAN AIRLINE AUTO LOAN,,,,,,,,,AMERICAN AIRLINE AUTO LOAN,,LOAN,63,63
UNI_1_____AMERICAN AIRLINE LOAN,USB,1,,,,AMERICAN AIRLINE LOAN,,,,,,,,,AMERICAN AIRLINE LOAN,,LOAN,22,22
UNI_1__C__0_AMERICAN AIRLINE PAYRLL DEP,USB,1,C,,0,AMERICAN AIRLINE PAYRLL DEP,,,,,,,,,AMERICAN AIRLINE PAYRLL DEP,,SALARY,29,29
UNI_1__C__0_AMERICAN AIRLINE REG.SALARY,USB,1,C,,0,AMERICAN AIRLINE REG.SALARY,,,,,,,,,AMERICAN AIRLINE REG.SALARY,,SALARY,29,29
UNI_1__C__0_AMERICAN AIRLINE WAGE,USB,1,C,,0,AMERICAN AIRLINE WAGE,,,,,,,,,AMERICAN AIRLINE WAGE,,SALARY,29,29
UNI_1__C__0_AMERICAN AIRLINE WAGE RETEN,USB,1,C,,0,AMERICAN AIRLINE WAGE RETEN,,,,,,,,,AMERICAN AIRLINE WAGE,,SALARY,29,29
UNI_1_____AMERICAN AIRLINES,USB,1,,,,AMERICAN AIRLINES,,,,,,,,,AMERICAN AIRLINES,,,,
UNI_1_____AMERICAN BAR ASSOCIATION,USB,1,,,,AMERICAN BAR ASSOCIATION,,,,,,,,,,,,8111,8111
UNI_1_____AMERICAN EAGLE,USB,1,,,,AMERICAN EAGLE,,,,,,,,,AMERICAN EAGLE,,,,
UNI_1_____AMERICAN EAGLE CREDIT CARD,USB,1,,,,AMERICAN EAGLE CREDIT CARD,,,,,,,,,AMERICAN EAGLE CREDIT CARD,,CARDPAYMENT,,
UNI_1_____AMERICAN EAGLE VISA,USB,1,,,,AMERICAN EAGLE VISA,,,,,,,,,AMERICAN EAGLE CREDIT CARD,,CARDPAYMENT,,
UNI_1_____AMERICAN ELECTRI,USB,1,,,,AMERICAN ELECTRI,,,,,,,,,AEP - AMERICAN ELECTRIC POWER,,,,
UNI_1_____AMERICAN EXPRESS,USB,1,,,,AMERICAN EXPRESS,,,,,,,,,,,,25,25
USA_1_____AMERICAN FAMILY,USB,1,,,,AMERICAN FAMILY,,,,,,,,,,,,,
USA_0__C__0_USA_1_____AMERICAN FAMILY|UNI_1__C__0_PAYROLL,USB,0,C,,0,USA_1_____AMERICAN FAMILY|UNI_1__C__0_PAYROLL,,,,,,,,,AMERICAN FAMILY PAYROLL,,SALARY,29,29
UNI_1_____AMERICANEAG,USB,1,,,,AMERICANEAG,,,,,,,,,AMERICAN EAGLE,,,,
UNI_1_____AMERICANEXPRESS,USB,1,,,,AMERICANEXPRESS,,,,,,,,,,,,25,25
USA_1_____AMERITAS INS,USB,1,,,,AMERITAS INS,,,,,,,,,AMERITAS LIFE INSURANCE,,INSURANCE,,
USA_1_____AMERITAS LIFE,USB,1,,,,AMERITAS LIFE,,,,,,,,,AMERITAS LIFE INSURANCE,,INSURANCE,,
USA_1_____AMERITAS LIFE IN,USB,1,,,,AMERITAS LIFE IN,,,,,,,,,AMERITAS LIFE INSURANCE,,INSURANCE,,
UNI_2_____AMEX CAPITA,USB,2,,,,AMEX CAPITA,,,,,,,,,AMERICAN EXPRESS,,CARDPAYMENT,,
UNI_2_____AMEX CARD,USB,2,,,,AMEX CARD,,,,,,,,,,,,25,25
UNI_2_____AMEX CC,USB,2,,,,AMEX CC,,,,,,,,,AMERICAN EXPRESS,,CARDPAYMENT,,
UNI_2_____AMEX CREDIT CARD,USB,2,,,,AMEX CREDIT CARD,,,,,,,,,AMERICAN EXPRESS,,CARDPAYMENT,,
UNI_2_____AMEX EPAYMENT,USB,2,,,,AMEX EPAYMENT,,,,,,,,,AMERICAN EXPRESS,,CARDPAYMENT,,
UNI_1_____AMEX EPAYMENT    ACH PMT,USB,1,,,,AMEX EPAYMENT    ACH PMT,,,,,,,,,AMERICAN EXPRESS,,CARDPAYMENT,,
UNI_2_____AMEX PAY,USB,2,,,,AMEX PAY,,,,,,,,,AMERICAN EXPRESS,,CARDPAYMENT,,
UNI_1_____AMEX PAYMENT   CARD,USB,1,,,,AMEX PAYMENT   CARD,,,,,,,,,AMERICAN EXPRESS,,CARDPAYMENT,,
UNI_2_____AMEX PLAT,USB,2,,,,AMEX PLAT,,,,,,,,,AMERICAN EXPRESS,,CARDPAYMENT,,
UNI_2_____AMEXBILL,USB,2,,,,AMEXBILL,,,,,,,,,AMERICAN EXPRESS,,CARDPAYMENT,,
UNI_2_____AMEXCAPITA,USB,2,,,,AMEXCAPITA,,,,,,,,,AMERICAN EXPRESS,,CARDPAYMENT,,
UNI_2_____AMEXCARD,USB,2,,,,AMEXCARD,,,,,,,,,,,,25,25
UNI_2_____AMEXCC,USB,2,,,,AMEXCC,,,,,,,,,AMERICAN EXPRESS,,CARDPAYMENT,,
UNI_2_____AMEXCREDITCARD,USB,2,,,,AMEXCREDITCARD,,,,,,,,,AMERICAN EXPRESS,,CARDPAYMENT,,
USA_2_____AMEX-MACY'S,USB,2,,,,AMEX-MACY'S,,,,,,,,,MACY'S CREDIT CARD,,CARDPAYMENT,,
UNI_2_____AMEXPAY,USB,2,,,,AMEXPAY,,,,,,,,,AMERICAN EXPRESS,,CARDPAYMENT,,
UNI_2_____AMEXPLAT,USB,2,,,,AMEXPLAT,,,,,,,,,AMERICAN EXPRESS,,CARDPAYMENT,,
UNI_2_____AMICA,USB,2,,,,AMICA,,,,,,,,,,,,,
UNI_1_____AMICA INSURANCE,USB,1,,,,AMICA INSURANCE,,,,,,,,,AMICA,,INSURANCE,,
UNI_1_____AMICA LIFE,USB,1,,,,AMICA LIFE,,,,,,,,,AMICA,,INSURANCE,,
UNI_1_____AMICA MUTUAL,USB,1,,,,AMICA MUTUAL,,,,,,,,,AMICA,,INSURANCE,,
UNI_0__C__0_UNI_2_____AMICA|UNI_1__C__0_PAYROLL,USB,0,C,,0,UNI_2_____AMICA|UNI_1__C__0_PAYROLL,,,,,,,,,AMICA PAYROLL,,SALARY,29,29
UNI_1__C__0_AMICA PENSION,USB,1,C,,0,AMICA PENSION,,,,,,,,,,,PENSION,28,28
UNI_0__C__0_UNI_1__C__0_AMICA PENSION|UNI_1__C__0_PAYROLL,USB,0,C,,0,UNI_1__C__0_AMICA PENSION|UNI_1__C__0_PAYROLL,,,,,,,,,AMICA PENSION PAYROLL,,PENSION,28,28
UNI_1_____AMS.AMAZON.CA,USB,1,,,,AMS.AMAZON.CA,,,Online,,,,,,AMAZON,,,,
UNI_1_____AMS.AMAZON.CO,USB,1,,,,AMS.AMAZON.CO,,,Online,,,,,,AMAZON,,,,
UNI_1_____AMS.AMAZON.DE,USB,1,,,,AMS.AMAZON.DE,,,Online,,,,,,AMAZON,,,,
USA_1_____AMTRAK,USB,1,,,,AMTRAK,,,,,,,,,AMTRAK,,,,
UNI_1___CHARGE__AMUSEMENTS,USB,1,,CHARGE,,AMUSEMENTS,,,,,,,,,,,,7996,
UNI_1__D_TRANSFER__AMUSEMENTS,USB,1,D,TRANSFER,,AMUSEMENTS,,,,,,,,,,,,7996,7996
UNI_1__D_OTHER__AMUSEMENTS,USB,1,D,OTHER,,AMUSEMENTS,,,,,,,,,,,,7996,7996
UNI_2_____AMZ,USB,2,,,,AMZ,,,Online,,,,,,,,,,
UNI_1_____AMZ MARKETPLACE,USB,1,,,,AMZ MARKETPLACE,,,Online,,,,,,AMAZON,,,,
UNI_1___CHARGE__AMZ*,USB,1,,CHARGE,,AMZ*,,,Online,,,,,,,,,5399,5399
UNI_1__D_TRANSFER__AMZ*,USB,1,D,TRANSFER,,AMZ*,,,Online,,,,,,,,,5399,5399
UNI_1__D_OTHER__AMZ*,USB,1,D,OTHER,,AMZ*,,,Online,,,,,,,,,5399,5399
UNI_1_____AMZ*TWITCH,USB,1,,,,AMZ*TWITCH,,,Online,,,,,,TWITCH,,,,
UNI_1_____AMZ*WHOLEFOODS,USB,1,,,,AMZ*WHOLEFOODS,,,,,,,,,WHOLE FOODS MARKET,,,,
