id,region,rule,clientMCC,excludeClientMCC,direction,parentTypeId,excludeParentTypeId,priority,keyword,initiationMode,isCashback,channel,isOverdraftProtection,isBankSpecialSavings,isRej,isTermDepositRedemption,isReversal,deviceId,hasInstallments,transactionPurpose,keywordMccCharge,keywordMccNonCharge,activityClass
ISR_1___CHARGE__חומרי ביניין,ISR,1,,,,CHARGE,,,חומרי ביניין,,,,,,,,,,,,5039,,
ISR_1___CHARGE__חומרי בניין,ISR,1,,,,CHARGE,,,חומרי בניין,,,,,,,,,,,,5039,,
ISR_1___CHARGE__חומרי בנין,ISR,1,,,,CHARGE,,,חומרי בנין,,,,,,,,,,,,5039,,
ISR_1___CHARGE__חומרי ניקוי,ISR,1,,,,CHARGE,,,חומרי ניקוי,,,,,,,,,,,,7349,,
ISR_1___CHARGE__חותמות,ISR,1,,,,CHARGE,,,חותמות,,,,,,,,,,,,9402,,
HKG_1_____信用貸款,HKG,1,,,,,,,信用貸款,,,,,,,,,,,LOAN,22,22,
ISR_1_____חיוב לפי הרשאה,ISR,1,,,,,,,חיוב לפי הרשאה,Automatic,,,,,,,,,,,,,
ISR_1___CHARGE__חיות בית,ISR,1,,,,CHARGE,,,חיות בית,,,,,,,,,,,,5995,,
ISR_1___CHARGE__חיות מחמד,ISR,1,,,,CHARGE,,,חיות מחמד,,,,,,,,,,,,5995,,
ISR_2___CHARGE__חייט,ISR,2,,,,CHARGE,,,חייט,,,,,,,,,,,,5697,,
ISR_2___CHARGE__חלב,ISR,2,,,,CHARGE,,,חלב,,,,,,,,,,,,5499,,
ISR_2___CHARGE__חלפים,ISR,2,,,,CHARGE,,,חלפים,,,,,,,,,,,,7534,,
ISR_1___CHARGE__חלקי חילוף,ISR,1,,,,CHARGE,,,חלקי חילוף,,,,,,,,,,,,5532,,
ISR_1___CHARGE__חנויות נוחות,ISR,1,,,,CHARGE,,,חנויות נוחות,,,,,,,,,,,,5499,,
ISR_1___CHARGE__חנויות קוסמטיקה,ISR,1,,,,CHARGE,,,חנויות קוסמטיקה,,,,,,,,,,,,5977,,
ISR_1___CHARGE__חנות חיות,ISR,1,,,,CHARGE,,,חנות חיות,,,,,,,,,,,,5995,,
ISR_2___CHARGE__חנות טבע,ISR,2,,,,CHARGE,,,חנות טבע,,,,,,,,,,,,5499,,
ISR_1___CHARGE__חנות נוחות,ISR,1,,,,CHARGE,,,חנות נוחות,,,,,,,,,,,,5499,,
ISR_2___CHARGE__חניה,ISR,2,,,,CHARGE,,,חניה,,,,,,,,,,,,7523,,
ISR_1___CHARGE__חניון,ISR,1,,,,CHARGE,,,חניון,,,,,,,,,,,,7524,,
ISR_1___CHARGE__חניון מוזיאון,ISR,1,,,,CHARGE,,,חניון מוזיאון,,,,,,,,,,,,7524,,
ISR_1___CHARGE__חניוני,ISR,1,,,,CHARGE,,,חניוני,,,,,,,,,,,,7524,,
ISR_2_____חסדי,ISR,2,,,,,,,חסדי,,,,,,,,,,,,8661,8661,
ISR_1_____חסדים,ISR,1,,,,,,,חסדים,,,,,,,,,,,,8661,8661,
ISR_1___CHARGE__חקלאות,ISR,1,,,,CHARGE,,,חקלאות,,,,,,,,,,,,5411,,
ISR_1_____חשבון לשרותי סלקום,ISR,1,,,,,,,חשבון לשרותי סלקום,Automatic,,,,,,,,,,,,,
ISR_1___CHARGE__חשבון מים,ISR,1,,,,CHARGE,,,חשבון מים,,,,,,,,,,,,4900,,
ISR_1___CHARGE__חשבונאות,ISR,1,,,,CHARGE,,,חשבונאות,,,,,,,,,,,,8931,,
ISR_1___CHARGE__חשבנאות,ISR,1,,,,CHARGE,,,חשבנאות,,,,,,,,,,,,8931,,
ISR_1___CHARGE__חשמל רכב,ISR,1,,,,CHARGE,,,חשמל רכב,,,,,,,,,,,,7538,,
ISR_1___CHARGE__חשמלאות רכב,ISR,1,,,,CHARGE,,,חשמלאות רכב,,,,,,,,,,,,7538,,
ISR_1___CHARGE__מוצרי חשמל,ISR,1,,,,CHARGE,,,מוצרי חשמל,,,,,,,,,,,,5732,,
ISR_1___CHARGE__חתולים,ISR,1,,,,CHARGE,,,חתולים,,,,,,,,,,,,5995,,
ISR_1___CHARGE__טאבון,ISR,1,,,,CHARGE,,,טאבון,,,,,,,,,,,,5812,,
ISR_2___CHARGE__טאקו,ISR,2,,,,CHARGE,,,טאקו,,,,,,,,,,,,5812,,
ISR_2___CHARGE__טבעות,ISR,2,,,,CHARGE,,,טבעות,,,,,,,,,,,,5944,,
ISR_2___CHARGE__טבעת,ISR,2,,,,CHARGE,,,טבעת,,,,,,,,,,,,5944,,
ISR_2___CHARGE__טבק,ISR,2,,,,CHARGE,,,טבק,,,,,,,,,,,,5993,,
ISR_2___CHARGE__טויס,ISR,2,,,,CHARGE,,,טויס,,,,,,,,,,,,5945,,
ISR_1___CHARGE__טורטיה,ISR,1,,,,CHARGE,,,טורטיה,,,,,,,,,,,,5812,,
ISR_1___CHARGE__טורטייה,ISR,1,,,,CHARGE,,,טורטייה,,,,,,,,,,,,5812,,
ISR_1___CHARGE__טיולים,ISR,1,,,,CHARGE,,,טיולים,,,,,,,,,,,,4722,,
ISR_1___CHARGE__טיפוח,ISR,1,,,,CHARGE,,,טיפוח,,,,,,,,,,,,7230,,
ISR_1___CHARGE__טיפוח אורגני,ISR,1,,,,CHARGE,,,טיפוח אורגני,,,,,,,,,,,,5977,,
ISR_1___CHARGE__טיפולי אסתטיקה,ISR,1,,,,CHARGE,,,טיפולי אסתטיקה,,,,,,,,,,,,7230,,
ISR_1___CHARGE__טיפולי יופי,ISR,1,,,,CHARGE,,,טיפולי יופי,,,,,,,,,,,,7230,,
ISR_1_____טלקום,ISR,1,,,,,,,טלקום,,,,,,,,,,,,4814,4814,
ISR_1___CHARGE__טמבור,ISR,1,,,,CHARGE,,,טמבור,,,,,,,,,,,,5039,,
ISR_2_____טניס,ISR,2,,,,,,,טניס,,,,,,,,,,,,7997,7997,
ISR_2___CHARGE__טקסטיל,ISR,2,,,,CHARGE,,,טקסטיל,,,,,,,,,,,,7296,,
ISR_2_____טקסי,ISR,2,,,,,,,טקסי,,,,,,,,,,,,4121,4121,
ISR_1___CHARGE__טרייד אין,ISR,1,,,,CHARGE,,,טרייד אין,,,,,,,,,,,,5511,,
ISR_1___CHARGE__טרקטורונים,ISR,1,,,,CHARGE,,,טרקטורונים,,,,,,,,,,,,5511,,
ISR_2___CHARGE__יבולי,ISR,2,,,,CHARGE,,,יבולי,,,,,,,,,,,,5499,,
ISR_1___CHARGE__יבולים,ISR,1,,,,CHARGE,,,יבולים,,,,,,,,,,,,5499,,
ISR_1___CHARGE__יהלומי,ISR,1,,,,CHARGE,,,יהלומי,,,,,,,,,,,,5944,,
ISR_2___CHARGE__יוגה,ISR,2,,,,CHARGE,,,יוגה,,,,,,,,,,,,7997,,
ISR_1___CHARGE__יוגורט,ISR,1,,,,CHARGE,,,יוגורט,,,,,,,,,,,,5812,,
ISR_1___CHARGE__יודאיקה,ISR,1,,,,CHARGE,,,יודאיקה,,,,,,,,,,,,5973,,
ISR_1___CHARGE__ייבולי,ISR,1,,,,CHARGE,,,ייבולי,,,,,,,,,,,,5499,,
ISR_2___CHARGE__יין,ISR,2,,,,CHARGE,,,יין,,,,,,,,,,,,5921,,
ISR_2___CHARGE__יינות,ISR,2,,,,CHARGE,,,יינות,,,,,,,,,,,,5921,,
ISR_1___CHARGE__ילדים,ISR,1,,,,CHARGE,,,ילדים,,,,,,,,,,,,11,,
ISR_2___CHARGE__יקב,ISR,2,,,,CHARGE,,,יקב,,,,,,,,,,,,5921,,
ISR_2___CHARGE__ירק,ISR,2,,,,CHARGE,,,ירק,,,,,,,,,,,,5499,,
ISR_2___CHARGE__ירקות,ISR,2,,,,CHARGE,,,ירקות,,,,,,,,,,,,5499,,
ISR_1___CHARGE__ירקניה,ISR,1,,,,CHARGE,,,ירקניה,,,,,,,,,,,,5499,,
ISR_1_____ישיבת,ISR,1,,,,,,,ישיבת,,,,,,,,,,,,8661,8661,
ISR_1___CHARGE__כביסה,ISR,1,,,,CHARGE,,,כביסה,,,,,,,,,,,,7216,,
ISR_1___CHARGE__כביסקל,ISR,1,,,,CHARGE,,,כביסקל,,,,,,,,,,,,7216,,
ISR_1___CHARGE__כדורסל,ISR,1,,,,CHARGE,,,כדורסל,,,,,,,,,,,,7941,,
ISR_1___CHARGE__כדורעף,ISR,1,,,,CHARGE,,,כדורעף,,,,,,,,,,,,7997,,
ISR_1___CHARGE__כובעי,ISR,1,,,,CHARGE,,,כובעי,,,,,,,,,,,,5691,,
ISR_2___CHARGE__כולבו,ISR,2,,,,CHARGE,,,כולבו,,,,,,,,,,,,5311,,
ISR_2_____כושר,ISR,2,,,,,,,כושר,,,,,,,,,,,,7997,7997,
ISR_1___CHARGE__כלבו לבית,ISR,1,,,,CHARGE,,,כלבו לבית,,,,,,,,,,,,5722,,
ISR_1___CHARGE__כלבו לבניין,ISR,1,,,,CHARGE,,,כלבו לבניין,,,,,,,,,,,,5722,,
ISR_1___CHARGE__כלבו לחיות,ISR,1,,,,CHARGE,,,כלבו לחיות,,,,,,,,,,,,5995,,
ISR_1___CHARGE__כלבו לכלב,ISR,1,,,,CHARGE,,,כלבו לכלב,,,,,,,,,,,,5995,,
ISR_1___CHARGE__כלבו לצמח,ISR,1,,,,CHARGE,,,כלבו לצמח,,,,,,,,,,,,5193,,
ISR_1___CHARGE__כלבים,ISR,1,,,,CHARGE,,,כלבים,,,,,,,,,,,,5995,,
ISR_1___CHARGE__כלי בית,ISR,1,,,,CHARGE,,,כלי בית,,,,,,,,,,,,5722,,
ISR_1___CHARGE__כלי כתיבה,ISR,1,,,,CHARGE,,,כלי כתיבה,,,,,,,,,,,,5111,,
ISR_1___CHARGE__כלים חד פעמ,ISR,1,,,,CHARGE,,,כלים חד פעמ,,,,,,,,,,,,57,,
ISR_1___CHARGE__כנאפה,ISR,1,,,,CHARGE,,,כנאפה,,,,,,,,,,,,5812,,
ISR_1___CHARGE__כרטיסים לאירועים,ISR,1,,,,CHARGE,,,כרטיסים לאירועים,,,,,,,,,,,,7999,,
ISR_2___CHARGE__כריך,ISR,2,,,,CHARGE,,,כריך,,,,,,,,,,,,5812,,
ISR_1___CHARGE__לבני נשים,ISR,1,,,,CHARGE,,,לבני נשים,,,,,,,,,,,,5691,,
ISR_2___CHARGE__לבניין,ISR,2,,,,CHARGE,,,לבניין,,,,,,,,,,,,1520,,
ISR_2___CHARGE__לבנין,ISR,2,,,,CHARGE,,,לבנין,,,,,,,,,,,,1520,,
ISR_1___CHARGE__לגנן ולחקלאי,ISR,1,,,,CHARGE,,,לגנן ולחקלאי,,,,,,,,,,,,5261,,
ISR_1_____להשקעה,ISR,1,,,,,,,להשקעה,,,,,,,,,,,INVESTMENT,77,77,
ISR_2___CHARGE__לחם,ISR,2,,,,CHARGE,,,לחם,,,,,,,,,,,,5462,,
ISR_2___CHARGE__לחמים,ISR,2,,,,CHARGE,,,לחמים,,,,,,,,,,,,5462,,
ISR_1_____לחסיכון,ISR,1,,,,,,,לחסיכון,,,,,,,,,,,SAVINGS,78,78,
ISR_1___CHARGE__לחצני מצוקה,ISR,1,,,,CHARGE,,,לחצני מצוקה,,,,,,,,,,,,8099,,
ISR_1___CHARGE__ליבני נשים,ISR,1,,,,CHARGE,,,ליבני נשים,,,,,,,,,,,,5691,,
ISR_1___CHARGE__לימודי,ISR,1,,,,CHARGE,,,לימודי,,,,,,,,,,,,8299,,
ISR_2___CHARGE__לק ג'ל,ISR,2,,,,CHARGE,,,לק ג'ל,,,,,,,,,,,,7230,,
ISR_1___CHARGE__מאכלי ים,ISR,1,,,,CHARGE,,,מאכלי ים,,,,,,,,,,,,5812,,
ISR_1___CHARGE__מאכלים,ISR,1,,,,CHARGE,,,מאכלים,,,,,,,,,,,,5812,,
ISR_2___CHARGE__מאפה,ISR,2,,,,CHARGE,,,מאפה,,,,,,,,,,,,5462,,
ISR_1___CHARGE__מאפיות,ISR,1,,,,CHARGE,,,מאפיות,,,,,,,,,,,,5462,,
ISR_1___CHARGE__מאפיית,ISR,1,,,,CHARGE,,,מאפיית,,,,,,,,,,,,5462,,
ISR_1___CHARGE__מאפים,ISR,1,,,,CHARGE,,,מאפים,,,,,,,,,,,,5462,,
ISR_1___CHARGE__מבשלת,ISR,1,,,,CHARGE,,,מבשלת,,,,,,,,,,,,5813,,
ISR_1___CHARGE__מגבות,ISR,1,,,,CHARGE,,,מגבות,,,,,,,,,,,,5712,,
ISR_1___CHARGE__מגזין,ISR,1,,,,CHARGE,,,מגזין,,,,,,,,,,,,5192,,
ISR_1___CHARGE__מדיקל,ISR,1,,,,CHARGE,,,מדיקל,,,,,,,,,,,,8099,,
ISR_1___CHARGE__מדרשה,ISR,1,,,,CHARGE,,,מדרשה,,,,,,,,,,,,8299,,
ISR_1_____מהשקעה,ISR,1,,,,,,,מהשקעה,,,,,,,,,,,INVESTMENT,77,77,
ISR_2___CHARGE__מובייל,ISR,2,,,,CHARGE,,,מובייל,,,,,,,,,,,,5732,,
ISR_1___CHARGE__מוזיאון,ISR,1,,,,CHARGE,,,מוזיאון,,,,,,,,,,,,7999,,
ISR_1___CHARGE__מוטור,ISR,1,,,,CHARGE,,,מוטור,,,,,,,,,,,,85,,
ISR_1___CHARGE__מולטימדיה,ISR,1,,,,CHARGE,,,מולטימדיה,,,,,,,,,,,,79,,
ISR_2___CHARGE__מוסך,ISR,2,,,,CHARGE,,,מוסך,,,,,,,,,,,,7538,,
ISR_1___CHARGE__מועדון כדורגל,ISR,1,,,,CHARGE,,,מועדון כדורגל,,,,,,,,,,,,7941,,
ISR_1___CHARGE__מועדון כדורסל,ISR,1,,,,CHARGE,,,מועדון כדורסל,,,,,,,,,,,,7941,,
ISR_1___CHARGE__מועדון לכדורגל,ISR,1,,,,CHARGE,,,מועדון לכדורגל,,,,,,,,,,,,7941,,
ISR_1___CHARGE__מוצצים,ISR,1,,,,CHARGE,,,מוצצים,,,,,,,,,,,,5641,,
ISR_1___CHARGE__מוצרי בניה,ISR,1,,,,CHARGE,,,מוצרי בניה,,,,,,,,,,,,1520,,
ISR_1___CHARGE__מוצרי בנייה,ISR,1,,,,CHARGE,,,מוצרי בנייה,,,,,,,,,,,,1520,,
ISR_1___CHARGE__מחסני חשמל,ISR,1,,,,CHARGE,,,מחסני חשמל,,,,,,,,,מחסני חשמל,,,,,
ISR_1___CHARGE__מוצרי מטבח,ISR,1,,,,CHARGE,,,מוצרי מטבח,,,,,,,,,,,,5072,,
ISR_1___CHARGE__מוצרי קוסמטיקה,ISR,1,,,,CHARGE,,,מוצרי קוסמטיקה,,,,,,,,,,,,5977,,
ISR_1___CHARGE__מוצרי שיער,ISR,1,,,,CHARGE,,,מוצרי שיער,,,,,,,,,,,,5977,,
"ISR_1___CHARGE__מוצרים לבע""ח",ISR,1,,,,CHARGE,,,"מוצרים לבע""ח",,,,,,,,,,,,5995,,
ISR_1___CHARGE__מוצרים למטבח,ISR,1,,,,CHARGE,,,מוצרים למטבח,,,,,,,,,,,,5072,,
ISR_1___CHARGE__מוצרים לשיער,ISR,1,,,,CHARGE,,,מוצרים לשיער,,,,,,,,,,,,5977,,
ISR_1___CHARGE__מזוזות,ISR,1,,,,CHARGE,,,מזוזות,,,,,,,,,,,,5973,,
ISR_2___CHARGE__מזון,ISR,2,,,,CHARGE,,,מזון,,,,,,,,,,,,5499,,
ISR_1___CHARGE__מזנון,ISR,1,,,,CHARGE,,,מזנון,,,,,,,,,,,,5812,,
ISR_1_____מחיסכון,ISR,1,,,,,,,מחיסכון,,,,,,,,,,,SAVINGS,78,78,
ISR_1___CHARGE__מחשבים,ISR,1,,,,CHARGE,,,מחשבים,,,,,,,,,,,,7379,,
ISR_1___CHARGE__מיזוג,ISR,1,,,,CHARGE,,,מיזוג,,,,,,,,,,,,5074,,
ISR_1___CHARGE__מיכון משרד,ISR,1,,,,CHARGE,,,מיכון משרד,,,,,,,,,,,,5111,,
ISR_1_____מילואים,ISR,1,,,,,,,מילואים,,,,,,,,,,,GOVERNMENT,9399,9399,
ISR_1_____מים וביוב,ISR,1,,,,,,,מים וביוב,,,,,,,,,,,,4900,4900,
ISR_1___CHARGE__מינימרקט,ISR,1,,,,CHARGE,,,מינימרקט,,,,,,,,,,,,5499,,
ISR_2_____מיסים,ISR,2,,,,,,,מיסים,,,,,,,,,,,GOVERNMENT,9311,9311,
ISR_2___CHARGE__מיצים,ISR,2,,,,CHARGE,,,מיצים,,,,,,,,,,,,5812,,
ISR_1___CHARGE__מכבסה,ISR,1,,,,CHARGE,,,מכבסה,,,,,,,,,,,,7211,,
ISR_1___CHARGE__מכבסות,ISR,1,,,,CHARGE,,,מכבסות,,,,,,,,,,,,7211,,
ISR_1___CHARGE__מכבסת,ISR,1,,,,CHARGE,,,מכבסת,,,,,,,,,,,,7211,,
ISR_1___CHARGE__מכולת,ISR,1,,,,CHARGE,,,מכולת,,,,,,,,,,,,5499,,
ISR_1___CHARGE__מכון יופי,ISR,1,,,,CHARGE,,,מכון יופי,,,,,,,,,,,,7230,,
ISR_1___CHARGE__מכוניות,ISR,1,,,,CHARGE,,,מכוניות,,,,,,,,,,,,7538,,
ISR_1___CHARGE__מכירת רכב,ISR,1,,,,CHARGE,,,מכירת רכב,,,,,,,,,,,,5511,,
ISR_1_____מכללה,ISR,1,,,,,,,מכללה,,,,,,,,,,,,8299,8299,
ISR_1___CHARGE__מכללות,ISR,1,,,,CHARGE,,,מכללות,,,,,,,,,,,,8299,,
ISR_1_____מכללת,ISR,1,,,,,,,מכללת,,,,,,,,,,,,8220,8220,
ISR_2___CHARGE__מכלת,ISR,2,,,,CHARGE,,,מכלת,,,,,,,,,,,,5499,,
"ISR_1_____מכס ומע""מ",ISR,1,,,,,,,"מכס ומע""מ",,,,,,,,,,,GOVERNMENT,9311,9311,
ISR_1___CHARGE__מכשירי כתיבה,ISR,1,,,,CHARGE,,,מכשירי כתיבה,,,,,,,,,,,,5943,,
ISR_2___CHARGE__מלון,ISR,2,,,,CHARGE,,,מלון,,,,,,,,,,,,7011,,
ISR_1___CHARGE__מלונות,ISR,1,,,,CHARGE,,,מלונות,,,,,,,,,,,,7011,,
ISR_1___CHARGE__ממתקי,ISR,1,,,,CHARGE,,,ממתקי,,,,,,,,,,,,5441,,
ISR_1___CHARGE__ממתקים,ISR,1,,,,CHARGE,,,ממתקים,,,,,,,,,,,,5499,,
ISR_2_____מנוי,ISR,2,,,,,,,מנוי,Automatic,,,,,,,,,,,,,
ISR_2_____מנויי,ISR,2,,,,,,,מנויי,Automatic,,,,,,,,,,,,,
ISR_2_____מנויים,ISR,2,,,,,,,מנויים,Automatic,,,,,,,,,,,,,
ISR_1___CHARGE__מניקור,ISR,1,,,,CHARGE,,,מניקור,,,,,,,,,,,,7230,,
ISR_1___CHARGE__מנעולים,ISR,1,,,,CHARGE,,,מנעולים,,,,,,,,,,,,5072,,
ISR_1___CHARGE__מנעולן,ISR,1,,,,CHARGE,,,מנעולן,,,,,,,,,,,,1711,,
ISR_2___CHARGE__מנצ'יס,ISR,2,,,,CHARGE,,,מנצ'יס,,,,,,,,,,,,5499,,
ISR_2___CHARGE__מנצ'ס,ISR,2,,,,CHARGE,,,מנצ'ס,,,,,,,,,,,,5499,,
ISR_2___CHARGE__מנציס,ISR,2,,,,CHARGE,,,מנציס,,,,,,,,,,,,5499,,
ISR_1_____מס רווח הון,ISR,1,,,,,,,מס רווח הון,,,,,,,,,,,GOVERNMENT,9311,9311,
ISR_1___CHARGE__מסגריית,ISR,1,,,,CHARGE,,,מסגריית,,,,,,,,,,,,1520,,
ISR_1___CHARGE__מסעדה,ISR,1,,,,CHARGE,,,מסעדה,,,,,,,,,,,,5812,,
ISR_1___CHARGE__מסעדות,ISR,1,,,,CHARGE,,,מסעדות,,,,,,,,,,,,5812,,
ISR_1___CHARGE__מסעדנות,ISR,1,,,,CHARGE,,,מסעדנות,,,,,,,,,,,,5812,,
ISR_1___CHARGE__מסעדת,ISR,1,,,,CHARGE,,,מסעדת,,,,,,,,,,,,5812,,
ISR_1___CHARGE__מסעדת בשרים,ISR,1,,,,CHARGE,,,מסעדת בשרים,,,,,,,,,,,,5812,,
ISR_1___CHARGE__מספרה,ISR,1,,,,CHARGE,,,מספרה,,,,,,,,,,,,7230,,
ISR_1___CHARGE__מספרת,ISR,1,,,,CHARGE,,,מספרת,,,,,,,,,,,,7230,,
ISR_1___CHARGE__מעבדות קוסמטיקה,ISR,1,,,,CHARGE,,,מעבדות קוסמטיקה,,,,,,,,,,,,5977,,
ISR_1___CHARGE__מעדני,ISR,1,,,,CHARGE,,,מעדני,,,,,,,,,,,,5499,,
ISR_1___CHARGE__מעדנייה,ISR,1,,,,CHARGE,,,מעדנייה,,,,,,,,,,,,5451,,
ISR_1___CHARGE__מעדנים,ISR,1,,,,CHARGE,,,מעדנים,,,,,,,,,,,,5499,,
ISR_2___CHARGE__מעליות,ISR,2,,,,CHARGE,,,מעליות,,,,,,,,,,,,1520,,
ISR_1___CHARGE__מעצב שיער,ISR,1,,,,CHARGE,,,מעצב שיער,,,,,,,,,,,,7230,,
ISR_1___CHARGE__מעצבות שיער,ISR,1,,,,CHARGE,,,מעצבות שיער,,,,,,,,,,,,7230,,
ISR_1___CHARGE__מעצבי שיער,ISR,1,,,,CHARGE,,,מעצבי שיער,,,,,,,,,,,,7230,,
ISR_1___CHARGE__מעצבת שיער,ISR,1,,,,CHARGE,,,מעצבת שיער,,,,,,,,,,,,7230,,
ISR_1___CHARGE__מפגש ה,ISR,1,,,,CHARGE,,,מפגש ה,,,,,,,,,,,,5812,,
ISR_1___CHARGE__מפגש הווינר,ISR,1,,,,CHARGE,,,מפגש הווינר,,,,,,,,,,,,5499,,
ISR_1___CHARGE__מפגש הצמיג,ISR,1,,,,CHARGE,,,מפגש הצמיג,,,,,,,,,,,,5532,,
ISR_2___CHARGE__מפגש הרכב,ISR,2,,,,CHARGE,,,מפגש הרכב,,,,,,,,,,,,5532,,
ISR_1_____מפעל המים,ISR,1,,,,,,,מפעל המים,,,,,,,,,,,,4900,4900,
ISR_1___CHARGE__מפעלי מתכת,ISR,1,,,,CHARGE,,,מפעלי מתכת,,,,,,,,,,,,1520,,
ISR_1___CHARGE__מצעים,ISR,1,,,,CHARGE,,,מצעים,,,,,,,,,,,,5719,,
ISR_1___CHARGE__מרכול,ISR,1,,,,CHARGE,,,מרכול,,,,,,,,,,,,5499,,
ISR_1___CHARGE__מרכז רפואי,ISR,1,,,,CHARGE,,,מרכז רפואי,,,,,,,,,,,,8099,,
ISR_1___CHARGE__מרכז תמיכה,ISR,1,,,,CHARGE,,,מרכז תמיכה,,,,,,,,,,,,8398,,
ISR_1___CHARGE__מרפאה,ISR,1,,,,CHARGE,,,מרפאה,,,,,,,,,,,,8099,,
ISR_1___CHARGE__מרפאה לחיות,ISR,1,,,,CHARGE,,,מרפאה לחיות,,,,,,,,,,,,742,,
ISR_1___CHARGE__מרפאות,ISR,1,,,,CHARGE,,,מרפאות,,,,,,,,,,,,8099,,
ISR_1___CHARGE__מרפאת,ISR,1,,,,CHARGE,,,מרפאת,,,,,,,,,,,,8099,,
ISR_1___CHARGE__מרפאת החיות,ISR,1,,,,CHARGE,,,מרפאת החיות,,,,,,,,,,,,742,,
ISR_1___CHARGE__מרפאת חיות,ISR,1,,,,CHARGE,,,מרפאת חיות,,,,,,,,,,,,742,,
ISR_1___CHARGE__מרפאת לחיות,ISR,1,,,,CHARGE,,,מרפאת לחיות,,,,,,,,,,,,742,,
ISR_1___CHARGE__משחקיה,ISR,1,,,,CHARGE,,,משחקיה,,,,,,,,,,,,7996,,
ISR_1___CHARGE__משחקיות,ISR,1,,,,CHARGE,,,משחקיות,,,,,,,,,,,,7996,,
ISR_1___CHARGE__משחקייה,ISR,1,,,,CHARGE,,,משחקייה,,,,,,,,,,,,7996,,
ISR_1____0_משכורת,ISR,1,,,,,,0,משכורת,,,,,,,,,,,SALARY,29,29,
ISR_1_____משכנתא,ISR,1,,,,,,,משכנתא,,,,,,,,,,,MORTGAGE,62,62,
ISR_1___CHARGE__משקאות,ISR,1,,,,CHARGE,,,משקאות,,,,,,,,,,,,5921,,
ISR_2___CHARGE__משקה,ISR,2,,,,CHARGE,,,משקה,,,,,,,,,,,,5921,,
ISR_2___CHARGE__משקפי,ISR,2,,,,CHARGE,,,משקפי,,,,,,,,,,,,8044,,
ISR_1___CHARGE__משקפיים,ISR,1,,,,CHARGE,,,משקפיים,,,,,,,,,,,,8044,,
ISR_1___CHARGE__משקפים,ISR,1,,,,CHARGE,,,משקפים,,,,,,,,,,,,8042,,
ISR_2___CHARGE__משרד עוד,ISR,2,,,,CHARGE,,,משרד עוד,,,,,,,,,,,,8111,,
ISR_1___CHARGE__משתלה,ISR,1,,,,CHARGE,,,משתלה,,,,,,,,,,,,5261,,
ISR_1___CHARGE__משתלות,ISR,1,,,,CHARGE,,,משתלות,,,,,,,,,,,,5261,,
ISR_1___CHARGE__משתלת,ISR,1,,,,CHARGE,,,משתלת,,,,,,,,,,,,5261,,
ISR_1___CHARGE__מתוקים,ISR,1,,,,CHARGE,,,מתוקים,,,,,,,,,,,,5441,,
"ISR_1_____מתנ""ס",ISR,1,,,,,,,"מתנ""ס",,,,,,,,,,,,8299,8299,
ISR_1___CHARGE__מתנות,ISR,1,,,,CHARGE,,,מתנות,,,,,,,,,,,,5947,,
ISR_1_____מתנס,ISR,1,,,,,,,מתנס,,,,,,,,,,,,8299,8299,
ISR_1___CHARGE__מתפרה,ISR,1,,,,CHARGE,,,מתפרה,,,,,,,,,,,,5697,,
ISR_2___CHARGE__נגריה,ISR,2,,,,CHARGE,,,נגריה,,,,,,,,,,,,5712,,
ISR_1___CHARGE__נגרייה,ISR,1,,,,CHARGE,,,נגרייה,,,,,,,,,,,,5712,,
ISR_1___CHARGE__נגריית,ISR,1,,,,CHARGE,,,נגריית,,,,,,,,,,,,5712,,
ISR_2___CHARGE__נגרית,ISR,2,,,,CHARGE,,,נגרית,,,,,,,,,,,,5712,,
ISR_2_____נדחה,ISR,2,,,,,,,נדחה,,,,,,TRUE,,,,,,,,
"ISR_2___CHARGE__נדל""ן",ISR,2,,,,CHARGE,,,"נדל""ן",,,,,,,,,,,,6513,,
ISR_2___CHARGE__נודלס,ISR,2,,,,CHARGE,,,נודלס,,,,,,,,,,,,5812,,
ISR_1___CHARGE__נוי וצמח,ISR,1,,,,CHARGE,,,נוי וצמח,,,,,,,,,,,,5193,,
ISR_2___CHARGE__נופש,ISR,2,,,,CHARGE,,,נופש,,,,,,,,,,,,30,,
ISR_1___CHARGE__נטורופת,ISR,1,,,,CHARGE,,,נטורופת,,,,,,,,,,,,8011,,
ISR_1___CHARGE__ניקוי יבש,ISR,1,,,,CHARGE,,,ניקוי יבש,,,,,,,,,,,,7216,,
ISR_1_____ניתוחי ראש וצואר,ISR,1,,,,,,,ניתוחי ראש וצואר,,,,,,,,,,,,8099,8099,
ISR_1___CHARGE__נעלי,ISR,1,,,,CHARGE,,,נעלי,,,,,,,,,,,,5691,,
ISR_1___CHARGE__נעליים,ISR,1,,,,CHARGE,,,נעליים,,,,,,,,,,,,5661,,
ISR_1_____נפשית,ISR,1,,,,,,,נפשית,,,,,,,,,,,,8099,8099,
ISR_1___CHARGE__נרגילה,ISR,1,,,,CHARGE,,,נרגילה,,,,,,,,,,,,5993,,
ISR_1___CHARGE__נרגילות,ISR,1,,,,CHARGE,,,נרגילות,,,,,,,,,,,,5993,,
ISR_2___CHARGE__סביח,ISR,2,,,,CHARGE,,,סביח,,,,,,,,,,,,5814,,
ISR_1___CHARGE__סופר מרקט,ISR,1,,,,CHARGE,,,סופר מרקט,,,,,,,,,,,,5499,,
